48886854,48936606,1,"<p>I've created an app on App Engine with Java Maven quickstart. But including the <a href=""https://github.com/google/tink"" rel=""nofollow noreferrer"">Tink library</a> in the dependencies and importing it the way described in its readme does not work as the library does not exist on Google Cloud and the readme is not intended for it.</p>  <p>I'm quite familiar with Java but new to Maven and GCP. How do I install the library manually?</p>  <p>UPD: The pre-built jar is available for <a href=""https://mvnrepository.com/artifact/com.google.crypto.tink/tink/1.0.0"" rel=""nofollow noreferrer"">Tink 1.0.0</a></p> ",NULL,1,NULL,2018-02-20 13:51:57.783,0,2018-05-24 16:33:32.927,2018-05-24 16:33:32.927,NULL,95810,9165398,0,1,1,<java><maven><google-app-engine><google-cloud-platform><tink>,How to install the Tink cryptographic library on Google Cloud Platform?,313
50230326,0,2,"<p>Good day, I have used google/tink to encrypt a password for storing in a DB using these steps :</p>  <pre><code>// 1. Generate the key material. KeysetHandle keysetHandle =      KeysetHandle.generateNew(AeadKeyTemplates.AES128_GCM);  // 2. Get the primitive. Aead aead = AeadFactory.getPrimitive(keysetHandle);  // 3. Use the primitive to encrypt a plaintext, byte[] ciphertext = aead.encrypt(plaintext, aad); </code></pre>  <p>It basically converts password into the bytes, but when i convert it into string to store into the DB, It stores the encrypted password in this format : <code>-�@~�k�D߶{׼�</code>.</p>  <p>But i want to store the password in the format like <code>11As7737Cs9ue9oo09</code> using tink encryption.</p>  <p>Is there any way to do it?</p> ",NULL,3,NULL,2018-05-08 09:27:45.947,0,2019-02-23 17:10:16.950,2018-06-01 17:13:18.983,NULL,373815,3199287,0,1,4,<java><password-encryption><tink>,Password encryption using google/tink,2325
50693268,0,1,"<p>I am trying to encrypt a <code>string</code> and using the <code>Google's Tink</code> library.  When I call the method <code>encrypt</code> and the encrypted string returns something like <code>\&lt;Ï~ß¾Ò0ÑP[oxRæ±E*;ÑRÂÉD«Øô§½:î</code>. I tried <code>Base64.DEFAULT</code>, <code>UTF-8</code> <code>ISO-8859-1</code>, <code>US-ASCI</code> and even <code>StandarCharset.UTF_8</code> and similar charsets but nothing works. Please help, here is the snippet.</p>  <pre><code>... KeysetHandle keysetHandle = KeysetHandle.generateNew(AeadKeyTemplates.AES256_GCM); Aead aead = AeadFactory.getPrimitive(keysetHandle); byte [] str1 = str.getBytes(""UTF-8""); ... byte [] output = aead.encrypt(str1, str2); String outputStr = new String(output, ""UTF-8""); ... </code></pre> ",NULL,4,NULL,2018-06-05 06:17:28.593,0,2018-06-06 01:42:44.950,2018-06-06 00:23:37.457,NULL,373815,9852406,0,1,1,<java><character-encoding><tink>,byte array to stream encoding issue using google tink,462
51207526,0,1,"<p>When uploading our app to the Google Play store, google's pre-launch report indicates that the app is crashing with a null pointer exception. The issue is regarding KeyStore implementation in Huawei devices only.</p>  <p>Stacktrace:</p>  <pre><code>Fatal Exception: java.lang.NullPointerException: Attempt to invoke interface method 'int android.security.IKeystoreService.del(java.lang.String, int)' on a null object reference        at android.security.KeyStore.delete(KeyStore.java:186)        at android.security.Credentials.deletePrivateKeyTypeForAlias(Credentials.java:292)        at android.security.Credentials.deleteAllTypesForAlias(Credentials.java:251)        at android.security.keystore.AndroidKeyStoreKeyPairGeneratorSpi.generateKeyPair(AndroidKeyStoreKeyPairGeneratorSpi.java:464)        at java.security.KeyPairGenerator$Delegate.generateKeyPair(KeyPairGenerator.java:699)        at com.example.utility.crypto.KeyStoreHelper.createKeys(Unknown Source)        at com.example.utility.crypto.KeyStoreHelper.createKeys(Unknown Source)        at com.example.activities.register.SplashActivity$1.run(Unknown Source)        at android.os.AsyncTask$SerialExecutor$1.run(AsyncTask.java:255)        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1133)        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:607)        at java.lang.Thread.run(Thread.java:776)   </code></pre>  <p>I am using Google's <a href=""https://github.com/google/tink"" rel=""nofollow noreferrer"">Tink</a> library for Keystore implementation. Library has nothing to do with error. Error still occurs without library.</p>  <p>Below is code:</p>  <pre><code>@Throws(Exception::class) private fun getOrGenerateNewKeysetHandle(): KeysetHandle {     return AndroidKeysetManager.Builder()         .withSharedPref(this, ""KEYSET"", ""PREF"")         .withKeyTemplate(AeadKeyTemplates.AES256_GCM)         .withMasterKeyUri(REIWA_MASTER_KEY_URI)         .build()         .keysetHandle } </code></pre>  <p>I think it has to do something with the device's keystore implementation. </p>  <p>Any help will be appreciated.</p> ",NULL,6,NULL,2018-07-06 09:44:28.257,0,2018-09-06 09:32:37.747,2018-07-06 09:49:17.677,NULL,3702862,3702862,0,1,4,<android><kotlin><android-keystore><huawei-mobile-services><tink>,Android - NullPointerException in android.security.IKeystoreService.del for Huawei devices,948
52049750,52049790,2,"<p>I recently tried to add the google tink library to eclipse and it always has a ""com.google.protobuf.GeneratedMessageV3$ cannot be resolved"" error, I normally never have any problems with adding libraries to my project, and from what I can tell it has something to do with the all key template files since the error only occours when I try to generate a new KeysetHandle with any key template, and the error only starts when i enter in the key template file@ <a href=""https://github.com/Gameidite/testProject"" rel=""nofollow noreferrer"">https://github.com/Gameidite/testProject</a></p> ",NULL,0,NULL,2018-08-28 03:39:55.800,0,2018-09-06 04:18:05.190,NULL,NULL,0,7120591,0,1,0,<java><encryption><jar><compiler-errors><tink>,tink library com.google.protobuf.GeneratedMessageV3$ cannot be resolved,3318
52171198,0,1,"<p>I have a key (say) &quot;thisist0psecret&quot; that I want to use as a symmetric encryption/decryption key with the <a href=""https://github.com/google/tink"" rel=""nofollow noreferrer"">Google Tink library</a>.  I am baffled that I am unable to do this simple thing.  I can generate <strong>new keys</strong> (using various templates AES128_GCM, etc.), serialize them and then read them back with KeysetReader.  But, for the life of me, I cannot figure out how to create a symmetric key with the <strong>specific key bytes that I specify</strong>.</p> <p>I am able to do the following, for example, with Tink:</p> <pre class=""lang-java prettyprint-override""><code>KeysetHandle ksh = KeysetHandle.generateNew(AeadKeyTemplates.AES128_GCM); Aead aead = AeadFactory.getPrimitive(ksh); String pt = &quot;hello, world!&quot;; byte[] encbytes = aead.encrypt(pt.getBytes(), null); byte[] decbytes = aead.decrypt(encbytes, null); String orig = new String(decbytes); assert(pt.equals(orig)); </code></pre> <p>But I want to set the symmetric key string to be a set of bytes that I specify such as &quot;thisist0psecret&quot; and then encrypt this key with the public key of the user who will do the decryption.</p> <p>Any Google Tink experts here that can shed some light?</p> ",NULL,6,NULL,2018-09-04 17:14:57.873,0,2020-09-25 11:11:28.747,2020-08-17 02:06:25.697,NULL,1402846,10316346,0,1,9,<cryptography><tink>,How to create symmetric encryption key with Google Tink?,3800
52635043,52671185,1,"<p>I'm running into this issue on a tablet device running Android KitKat as well as on a Samsung Tab-A on Lollipop. It has worked fine on an Acer tablet running Android M.</p>  <p>Here's the failure point:</p>  <pre><code>private KeysetHandle getOrGenerateNewKeysetHandle() throws IOException, GeneralSecurityException {         return new AndroidKeysetManager.Builder()                 .withSharedPref(getApplicationContext(), TINK_KEYSET_NAME, TINK_PREF_FILE_NAME)                 .withKeyTemplate(AeadKeyTemplates.AES256_GCM) // Failure point                 .withMasterKeyUri(ANDROID_KEYSTORE_TINK_MASTER_KEY_URI)                 .build()                 .getKeysetHandle();     } </code></pre>  <p>And then I initialize my AEAD when initializing Tink:</p>  <pre><code>// google\Tink crypto try {     TinkConfig.register();     aead = AeadFactory.getPrimitive(getOrGenerateNewKeysetHandle());     Log.i(LOG_TAG, ""Tink registered.""); } catch (GeneralSecurityException | IOException e) {     e.printStackTrace();     Log.e(LOG_TAG, ""Tink failed to register or could not generate a keyset handle."");     Log.e(LOG_TAG, ""Tink failed to register: "" + e.getMessage()); } </code></pre>  <p>Either way, Tink fails to initialize with the below caught message:</p>  <pre><code>10-03 16:10:58.319 com.mycompany.myapp.debug E/MainActivity: Tink failed to register: KeyGenerator AES implementation not found </code></pre>  <p>Is there a specific KeyTemplate I can replace the below with?</p>  <pre><code>AeadKeyTemplates.AES256_GCM </code></pre>  <p>Full Stacktrace:</p>  <pre><code>10-03 17:25:45.235 com.mycompany.myapp.debug W/System.err: java.security.NoSuchAlgorithmException: KeyGenerator AES implementation not found 10-03 17:25:45.245 com.mycompany.myapp.debug W/System.err:     at org.apache.harmony.security.fortress.Engine.notFound(Engine.java:177) 10-03 17:25:45.255 com.mycompany.myapp.debug W/System.err:     at org.apache.harmony.security.fortress.Engine.getInstance(Engine.java:170) 10-03 17:25:45.255 com.mycompany.myapp.debug W/System.err:     at javax.crypto.KeyGenerator.getInstance(KeyGenerator.java:163) 10-03 17:25:45.255 com.mycompany.myapp.debug W/System.err:     at javax.crypto.KeyGenerator.getInstance(KeyGenerator.java:135) 10-03 17:25:45.255 com.mycompany.myapp.debug W/System.err:     at com.google.crypto.tink.integration.android.AndroidKeystoreKmsClient.generateNewAeadKey(AndroidKeystoreKmsClient.java:141) 10-03 17:25:45.265 com.mycompany.myapp.debug W/System.err:     at com.google.crypto.tink.integration.android.AndroidKeystoreKmsClient.getOrGenerateNewAeadKey(AndroidKeystoreKmsClient.java:128) 10-03 17:25:45.265 com.mycompany.myapp.debug W/System.err:     at com.google.crypto.tink.integration.android.AndroidKeysetManager$Builder.withMasterKeyUri(AndroidKeysetManager.java:157) 10-03 17:25:45.265 com.mycompany.myapp.debug W/System.err:     at com.mycompany.myapp.MainActivity.getOrGenerateNewKeysetHandle(MainActivity.java:2520) 10-03 17:25:45.265 com.mycompany.myapp.debug W/System.err:     at com.mycompany.myapp.MainActivity.initializeRequiredAppComponents(MainActivity.java:2554) 10-03 17:25:45.265 com.mycompany.myapp.debug W/System.err:     at com.mycompany.myapp.MainActivity.onCreate(MainActivity.java:230) 10-03 17:25:45.275 com.mycompany.myapp.debug W/System.err:     at android.app.Activity.performCreate(Activity.java:5231) 10-03 17:25:45.275 com.mycompany.myapp.debug W/System.err:     at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1087) 10-03 17:25:45.275 com.mycompany.myapp.debug W/System.err:     at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2159) 10-03 17:25:45.275 com.mycompany.myapp.debug W/System.err:     at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2245) 10-03 17:25:45.275 com.mycompany.myapp.debug W/System.err:     at android.app.ActivityThread.access$800(ActivityThread.java:135) 10-03 17:25:45.285 com.mycompany.myapp.debug W/System.err:     at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1196) 10-03 17:25:45.285 com.mycompany.myapp.debug W/System.err:     at android.os.Handler.dispatchMessage(Handler.java:102) 10-03 17:25:45.285 com.mycompany.myapp.debug W/System.err:     at android.os.Looper.loop(Looper.java:136) 10-03 17:25:45.285 com.mycompany.myapp.debug W/System.err:     at android.app.ActivityThread.main(ActivityThread.java:5017) 10-03 17:25:45.285 com.mycompany.myapp.debug W/System.err:     at java.lang.reflect.Method.invokeNative(Native Method) 10-03 17:25:45.295 com.mycompany.myapp.debug W/System.err:     at java.lang.reflect.Method.invoke(Method.java:515) 10-03 17:25:45.295 com.mycompany.myapp.debug W/System.err:     at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:779) 10-03 17:25:45.295 com.mycompany.myapp.debug W/System.err:     at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:595) 10-03 17:25:45.295 com.mycompany.myapp.debug W/System.err:     at dalvik.system.NativeStart.main(Native Method) 10-03 17:25:45.295 com.mycompany.myapp.debug E/MainActivity: GeneralSecurityException - Tink failed to register or could not generate a keyset handle: KeyGenerator AES implementation not found 10-03 17:25:45.295 com.mycompany.myapp.debug E/MainActivity: isMDMAPISupported: Exception ignored </code></pre> ",NULL,7,NULL,2018-10-03 20:17:44.827,0,2018-10-05 18:13:03.227,2018-10-05 16:18:04.910,NULL,2340813,2340813,0,1,0,<android><tink>,Google Tink Crypto library - KeyGenerator AES implementation not found,1757
52702152,0,3,"<p>I am new to Tink and would like to extract the raw key data(in String form) from KeysetHandle which I generated like this:</p>  <pre><code>keysetHandle = KeysetHandle.generateNew(                     AeadKeyTemplates.AES128_GCM); </code></pre>  <p>Or maybe some other API to get it.</p>  <p>How can I achieve this?</p> ",NULL,0,NULL,2018-10-08 12:20:00.310,0,2019-09-11 13:51:02.653,NULL,NULL,0,2378217,0,1,4,<tink>,Google Tink: How to get raw key string from a KeysetHandle?,1845
53189287,54245652,1,"<p>When I used follow demo to encrypt key material, I got NullPointerException in AwsKmsClient().getAead() mothod. </p>  <pre><code>String masterKeyUri = ""aws-kms://arn:aws:kms:us-east-1:007084425826:key/84a65985-f868-4bfc-83c2-366618acf147""; KeysetHandle keysetHandle = KeysetHandle.read(         JsonKeysetReader.withFile(new File(keysetFilename)),         new AwsKmsClient().getAead(masterKeyUri)); </code></pre>  <p>I debuged and found AWSKMS client(<code>this.client</code>) in AwsKmsClient is <code>null</code>. </p>  <pre><code>public Aead getAead(String uri) throws GeneralSecurityException {         if (this.keyUri != null &amp;&amp; !this.keyUri.equals(uri)) {             throw new GeneralSecurityException(String.format(""this client is bound to %s, cannot load keys bound to %s"", this.keyUri, uri));         } else {             return new AwsKmsAead(this.client, Validators.validateKmsKeyUriAndRemovePrefix(""aws-kms://"", uri));         }     } </code></pre>  <p>Do you know how to deal with this problem? or how to use AWS KMS correctly?  Thanks in advance.</p> ",NULL,0,NULL,2018-11-07 12:15:08.283,0,2019-01-17 23:15:17.427,NULL,NULL,0,1901286,0,1,0,<java><tink>,Google/Tink: Use AWS KMS Key encrypt key material but get NullPointerException,539
53228475,0,4,"<p>We want to use the <a href=""https://github.com/google/tink"" rel=""noreferrer"">Tink</a> library in our project to be able to verify some incoming signatures given a public key.</p>  <p>What we have are the following:</p>  <ol> <li>The public key as a string</li> <li>The signature itself</li> <li>The plaintext</li> </ol>  <p>After going through Tink's documentation, we cannot figure out how to load the public key string so that it can be used by <code>PublicKeyVerifyFactory</code>.</p>  <p>Has anybody done anything similar? Have you found any examples online that could point us to the right direction?</p> ",NULL,3,NULL,2018-11-09 15:18:48.557,0,2019-11-18 15:39:14.283,2018-11-09 17:33:30.553,NULL,234499,234499,0,1,9,<java><cryptography><digital-signature><public-key><tink>,Google/Tink: How use public key to verify signature,3121
